title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
The Jungle Books,Rudyard Kipling,4.02,eng,368,78036,5/3/2005,Signet Classics,2005
Human Croquet,Kate Atkinson,3.72,eng,352,6917,11/12/1999,Picador,1999
The Key to Rebecca,Ken Follett,3.89,eng,352,19339,2/4/2003,NAL,2003
Paper Money,Ken Follett,3.32,eng,286,102,3/1/1996,MacMillan General Books,1996
Skeleton Coast (Oregon Files  #4),Clive Cussler,4.12,eng,373,7591,10/3/2006,Berkley,2006
Dragon (Dirk Pitt  #10),Clive Cussler,3.92,en-US,602,11450,10/31/2006,Pocket Books,2006
Dark Watch (Oregon Files  #3),Clive Cussler,4.1,eng,357,5956,10/31/2005,Berkley,2005
Black Wind (Dirk Pitt  #18),Clive Cussler,3.86,eng,639,10113,6/6/2006,G.P. Putnam's Sons,2006
Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,eng,473,11750,12/1/1986,Pocket Books,1986
Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,en-US,535,14501,1/1/2006,Pocket Books,2006
Polar Shift (NUMA Files  #6),Clive Cussler,3.91,eng,504,7121,8/30/2005,Putnam,2005
Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,eng,384,10238,7/25/2006,Bantam,2006
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,eng,391,15305,4/6/2004,G.P. Putnam's Sons,2004
The Navigator (NUMA Files  #7),Clive Cussler,3.94,en-US,437,6152,6/5/2007,Putnam Publishing Group,2007
Golden Buddha (Oregon Files  #1),Clive Cussler,3.9,eng,527,9171,3/24/2005,Penguin Books,2005
Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,eng,537,14019,1/1/1996,Downtown Press,1996
Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,3.98,eng,545,21489,2/3/2004,G.P. Putnam's Sons,2004
Atlantis Found (Dirk Pitt  #15),Clive Cussler,3.99,eng,530,21436,10/26/2004,Berkley Trade,2004
Muerte Blanca,Clive Cussler,3.91,spa,421,2,9/6/2005,Debolsillo,2005
Iceberg (Dirk Pitt  #3),Clive Cussler,3.85,eng,340,18244,3/2/2004,Berkley Books,2004
Fire Ice (NUMA Files  #3),Clive Cussler,3.92,en-US,434,186,6/3/2002,Putnam Adult,2002
Lost City (NUMA Files  #5),Clive Cussler,3.9,en-US,515,227,7/26/2005,G.P. Putnam's Sons,2005
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler,3.85,en-US,464,1311,12/30/2003,G.P. Putnam's Sons,2003
The Sea Hunters (The Sea Hunters #1),Clive Cussler,3.82,en-US,432,2004,9/1/2003,Pocket Star,2003
La Ciudad Perdida (NUMA Files  #5),Clive Cussler,3.9,spa,432,2,11/7/2006,Debolsillo,2006
Sahara (Dirk Pitt  #11),Clive Cussler,3.96,spa,400,51807,1/11/2005,Debolsillo,2005
Clive Cussler and Dirk Pitt Revealed,Clive Cussler,3.88,eng,544,2066,10/1/1998,Pocket Books,1998
Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,3.5,eng,80,3,1/24/2003,Cliffs Notes,2003
Billy Budd  Sailor,Herman Melville,3.12,eng,96,178,10/24/1995,Penguin Books Ltd,1995
Billy Budd  Sailor,Herman Melville,3.12,eng,127,29,3/1/1999,Turtleback Books,1999
Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville,3.11,eng,1016,0,9/15/2017,Northwestern Univ Press,2017
Billy Budd  marin,Herman Melville,3.12,fre,182,9,5/14/1987,Gallimard,1987
The Elections of 2004,Michael Nelson,4.0,eng,213,7,3/15/2005,CQ Press,2005
Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson,3.76,eng,176,71,9/1/2005,Harry N. Abrams,2005
Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson,3.65,eng,176,147,9/1/2005,Harry N. Abrams,2005
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson,4.0,eng,176,56,9/1/2006,Harry N. Abrams,2006
Mike Nelson's Death Rat!,Michael J. Nelson,3.66,eng,336,450,4/15/2003,Dey Street Books,2003
Joel on Software,Joel Spolsky,4.11,eng,384,2981,10/28/2004,Apress,2004
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,4.05,eng,272,6572,5/25/2004,O'Reilly Media,2004
I  Robot (Robot  #0.1),Isaac Asimov,4.19,eng,224,238100,6/1/2004,Spectra,2004
I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,eng,288,26,5/1/2004,iBooks,2004
The Robots of Dawn (Robot #3),Isaac Asimov,4.16,eng,435,31186,3/1/1994,Spectra,1994
I. Asimov,Isaac Asimov,4.2,eng,578,1729,1/1/1995,Bantam,1995
Asimov's New Guide to Science,Isaac Asimov,4.38,eng,896,49,5/27/1993,Penguin,1993
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,eng,308,14022,12/1/1991,Bantam,1991
The Gods Themselves,Isaac Asimov,4.09,eng,288,42770,2/10/2000,Millenium,2000
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,eng,304,12547,12/1/1991,Spectra,1991
The Currents of Space (Galactic Empire  #2),Isaac Asimov,3.83,eng,192,37,1/1/1952,Fawcett crest,1952
Gold: The Final Science Fiction Collection,Isaac Asimov,4.0,eng,416,2476,10/21/2003,Harper Voyager,2003
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,4.07,eng,677,237,11/1/1971,Avon Books (P),1971
100 Great Fantasy Short Short Stories,Isaac Asimov,3.91,eng,395,204,8/1/1985,Avon,1985
Rock Star Superstar,Blake Nelson,3.61,en-US,229,310,4/6/2006,Speak,2006
Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3.39,en-US,1327,28,3/22/2007,Library of America,2007
John  Paul  George & Ben,Lane Smith,4.21,eng,40,3500,4/1/2006,Little  Brown Books for Young Readers,2006
Evolution and the Theory of Games,John Maynard Smith,4.0,eng,234,86,10/21/1982,Cambridge University Press,1982
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith,4.13,eng,192,43,11/26/2000,Oxford University Press  USA,2000
American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,3.43,eng,224,23,8/17/2019,Pearson,2019
Twilight (Twilight  #1),Stephenie Meyer,3.59,eng,501,4597666,9/6/2006,Little  Brown and Company,2006
Sense and Sensibility,Jane Austen,4.07,eng,325,1278,7/25/2004,Barnes & Noble,2004
Uncle Shelby's ABZ Book,Shel Silverstein,4.36,eng,80,2550,9/9/1985,Gallery Books,1985
Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,eng,64,1907,8/1/2002,Simon  Schuster Books for Young Readers,2002
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander,3.99,eng,128,259399,6/1/2001,Arthur A. Levine Books,2001
J.K. Rowling - A Biography,Sean Smith,3.73,eng,248,937,5/1/2003,Michael O'Mara Books,2003
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4.04,ger,304,39,11/1/2001,Goldmann,2001
Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,ger,351,26,9/30/2000,Carlsen,2000
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4.56,ger,13,313,8/31/2002,Dhv der Hörverlag,2002
Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling,4.42,tur,403,1000,10/1/2001,Yapı Kredi Yayınları,2001
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4.56,ger,448,30,4/1/2001,Carlsen,2001
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,eng,323,12092,1/5/1992,Anchor Books,1992
Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,3.64,en-US,784,19,9/10/2004,Allyn & Bacon,2004
Spring Music,Elvi Rhodes,4.05,eng,464,37,8/19/1999,Corgi,1999
Scarlet Feather,Maeve Binchy,3.96,eng,549,22812,3/1/2002,Signet,2002
The Lilac Bus,Maeve Binchy,3.62,eng,196,9649,1/12/2007,Dell,2007
Light a Penny Candle,Maeve Binchy,3.91,eng,832,14656,5/4/2006,Arrow,2006
Evening Class,Maeve Binchy,3.99,en-GB,528,35964,6/30/2005,Orion Publishing Group,2005
Circle of Friends,Maeve Binchy,4.03,eng,722,51839,6/1/2006,Arrow,2006
Nos rêves de Castelbay,Maeve Binchy,3.8,fre,434,1,3/29/1999,Editions du Rocher,1999
Les Saveurs de la vie,Maeve Binchy,3.96,fre,893,6,6/19/2003,Pocket,2003
Kiss,Jill Mansell,3.68,eng,512,1587,9/7/2000,Headline Review,2000
Solo,Jill Mansell,3.65,eng,421,3362,9/2/2002,Headline Review,2002
Two's Company,Jill Mansell,3.61,eng,448,1462,10/27/2003,Headline Review,2003
Open House,Jill Mansell,3.9,en-US,448,2440,3/3/2003,Headline,2003
The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,4.34,eng,640,195,11/1/2004,Little  Brown Book Group,2004
Falling for You,Jill Mansell,3.8,eng,448,4816,8/16/2004,Headline Review,2004
Millie's Fling,Jill Mansell,3.75,en-GB,512,8052,8/16/2001,Headline Review,2001
Sheer Mischief,Jill Mansell,3.82,eng,504,2555,8/2/2001,Headline Review,2001
Head Over Heels,Jill Mansell,3.72,en-US,448,3286,6/10/1999,Headline Review,1999
Mixed Doubles,Jill Mansell,3.71,en-GB,416,2087,7/2/1998,Headline Review,1998
Méli-mélo,Jill Mansell,3.71,fre,381,5,10/31/2002,J'ai Lu,2002
Seven Sunny Days,Chris Manby,3.35,eng,352,588,4/26/2005,Red Dress Ink,2005
Girl Meets Ape,Chris Manby,3.46,eng,406,553,1/5/2004,Coronet,2004
Girls' Night In,Jessica Adams,3.26,en-GB,586,140,7/3/2000,HarperCollins,2000
Tales from Shakespeare,Charles Lamb,3.96,eng,288,3097,10/26/2007,Penguin Books,2007
Shakespeare's Sonnets,William Shakespeare,4.25,eng,488,70617,8/21/1997,Bloomsbury Academic,1997
Love Poems and Sonnets,William Shakespeare,4.34,eng,160,5808,9/3/1957,Doubleday Books,1957
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce,4.35,eng,752,153,11/10/1991,Delta,1991
The Sonnets,William Shakespeare,4.25,eng,164,349,12/1/2001,Penguin Classics,2001
Shakespeare's Secret,Elise Broach,3.88,eng,256,7373,5/1/2005,Henry Holt & Company,2005
The Complete Sonnets and Poems,William Shakespeare,4.34,eng,624,5487,7/18/2002,Oxford University Press,2002
The Arden Shakespeare Complete Works,William Shakespeare,4.5,eng,1347,122,7/5/2001,Arden Shakespeare,2001
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin,4.13,en-US,256,281,7/11/2006,Hachette Books,2006
The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,3.92,eng,208,6876,11/7/1996,Headline,1996
The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.68,eng,224,5582,7/1/2000,Puffin Books,2000
Richard III,William Shakespeare,3.93,eng,369,1945,7/1/2004,Simon  Schuster,2004
King Henry VI  Part 3,William Shakespeare,3.76,eng,460,3138,11/1/2001,Bloomsbury Arden Shakespeare,2001
The Age Of Shakespeare,Frank Kermode,3.68,eng,208,20,7/7/2005,Phoenix,2005
Ukraine,Sarah Johnstone,3.91,eng,216,27,7/1/2005,Lonely Planet,2005
Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,4.0,eng,96,4,12/1/2004,Omnibus Press,2004
Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,3.97,eng,267,1406,6/1/2005,Orb Books,2005
Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,3.88,eng,320,1153,11/28/2006,Tor Books,2006
The Land of Laughs,Jonathan Carroll,3.9,eng,253,4337,2/10/2001,Orb Books,2001
Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll,4.05,en-US,304,1543,10/1/2004,Orb Books,2004
Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,3.89,eng,224,2046,5/3/2002,Orb Books,2002
Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,eng,256,808,8/10/2000,Orion,2000
Baby Proof,Emily Giffin,3.72,eng,340,140762,6/13/2006,St. Martin's Press,2006
Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,en-US,338,191577,3/21/2006,Griffin,2006
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,eng,322,454917,6/1/2004,St. Martin's Press,2004
P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger,3.78,eng,234,2699,5/1/1999,Scholastic Paperbacks,1999
P.S. Your Cat Is Dead,James Kirkwood Jr.,3.75,eng,218,1334,11/15/2003,St. Martin's Griffin,2003
P.S. I Love You Three!,Lynda Milligan,4.14,eng,79,7,12/1/2002,Possibilities,2002
The Christmas Shoes (Christmas Hope #1),Donna VanLiere,4.23,eng,132,32701,11/9/2001,St. Martin's Press,2001
Burning The Map,Laura Caldwell,3.54,en-US,288,1336,10/25/2002,Red Dress Ink,2002
iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,3.25,eng,496,4,8/23/2004,Pogue Press,2004
The Icarus Agenda,Robert Ludlum,3.96,eng,836,37,7/1/2004,Orion Books,2004
Life Is a Dream,Pedro Calderón de la Barca,3.98,eng,96,346,7/1/2002,Dover Publications,2002
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca,3.81,eng,298,61,4/1/2000,Applause Theatre & Cinema Book Publishers,2000
Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca,3.98,eng,208,56,12/6/2002,Dover Publications,2002
Life Is a Dream,Pedro Calderón de la Barca,3.98,eng,160,168,12/26/2006,Penguin Classics,2006
Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller,4.06,eng,336,170,11/9/2006,Chronicle Books,2006
I Can Fly,Ruth Krauss,4.24,eng,24,1069,9/9/2003,Golden Books,2003
A Whole Lotta Love,Donna Hill,4.46,eng,384,662,1/6/2004,Signet,2004
The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren,4.25,en-GB,378,217,10/9/2003,Oxford University Press,2003
Astrid Lindgren: Storyteller to the World,Johanna Hurwitz,3.69,eng,64,10,11/1/1991,Puffin,1991
Astrid Lindgren,Eva-Maria Metcalf,3.78,eng,157,7,11/1/1994,Twayne Publishers,1994
The Moffats (The Moffats  #1),Eleanor Estes,4.0,eng,212,9334,4/1/2001,Oddysey/Harcourt Young Classics,2001
Arthur and the Lost Kingdoms,Alistair Moffat,3.7,eng,282,59,12/31/1999,Orion Publishing Group,1999
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,eng,416,1481,11/1/2000,Whitaker House,2000
The Alley (The Alley  #1),Eleanor Estes,3.76,eng,288,320,8/1/2003,HMH Books for Young Readers,2003
Pinky Pye (The Pyes  #2),Eleanor Estes,3.86,eng,192,1578,9/1/2000,HMH Books for Young Readers,2000
The Witch Family,Eleanor Estes,4.07,eng,240,2550,9/1/2000,HMH Books for Young Readers,2000
The Hundred Dresses,Eleanor Estes,4.09,eng,80,30311,9/1/2004,HMH Books for Young Readers,2004
Theater Shoes,Noel Streatfeild,4.02,en-US,252,85,11/1/1999,Sagebrush,1999
Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,eng,150,175,2/1/1987,Yearling,1987
When the Siren Wailed,Noel Streatfeild,3.72,en-US,157,16,10/1/1977,Lions,1977
The Caine Mutiny Court-Martial,Herman Wouk,4.12,eng,120,281,4/20/1954,Doubleday Books,1954
Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,eng,432,82525,9/1/2002,Simon & Schuster; Media Tie-In edition,2002
Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,3.97,eng,343,278,7/1/1996,Little  Brown and Company,1996
Babar's World Tour,Laurent de Brunhoff,3.82,en-US,48,69,9/1/2005,Harry N. Abrams,2005
The Easter Rabbit's Parade,Lois Lenski,3.0,eng,40,29,1/27/2004,Random House Books for Young Readers,2004
The Little Fire Engine,Lois Lenski,3.56,eng,56,209,10/24/2000,Random House Books for Young Readers,2000
Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,3.82,eng,256,36,10/26/2005,Johns Hopkins University Press,2005
The Right Stuff (To Protect and Defend #3),Merline Lovelace,3.61,eng,256,40,2/23/2004,Silhouette Books,2004
For Whom the Bell Tolls,Ernest Hemingway,3.97,eng,503,365,1/1/1940,P. F. Collier and Sons,1940
Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,3.5,eng,80,14,5/20/1964,Cliffs Notes,1964
Dune (Dune #1),Frank Herbert,4.22,spa,702,565,10/30/2003,Debolsillo,2003
God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.84,eng,454,51343,3/13/2003,Victor Gollancz,2003
Sandworms of Dune (Dune Chronicles #8),Brian Herbert,3.64,en-US,494,8486,8/7/2007,Tor Books,2007
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.29,eng,339,16684,5/1/2003,Owl Books,2003
Harm's Way,Elizabeth Stewart,3.36,eng,261,13,5/27/2005,Ellora's Cave,2005
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin,4.54,eng,132,58,10/1/1994,Twin Palms Publishers,1994
I Like Winter (Seasons  #3),Lois Lenski,3.94,eng,56,65,10/24/2000,Random House Books for Young Readers,2000
Strawberry Girl,Lois Lenski,3.87,eng,208,11143,4/26/2005,HarperCollins,2005
Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace,4.17,eng,128,83,11/9/1994,HarperCollins,1994
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4.0,eng,336,0,5/25/2006,University of Arizona Press,2006
Seize The Fire,Elda Minger,4.0,eng,249,3,7/25/1985,Harlequin American Romance,1985
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore,4.31,eng,480,21876,11/23/2004,Presidio Press,2004
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore,4.31,eng,535,166,2/5/2002,HarperTorch,2002
We were Soldiers Once... and young,Harold G. Moore,4.31,eng,528,153,3/1/2002,Corgi,2002
Eisenhower: Soldier and President,Stephen E. Ambrose,3.98,eng,640,10718,10/15/1991,Simon  Schuster,1991
Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker,3.84,en-US,176,248,11/5/2002,Times Books,2002
Crusade in Europe,Dwight D. Eisenhower,4.08,eng,559,1212,6/6/1997,Johns Hopkins University Press,1997
Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,eng,506,18,2/23/2006,University Press of Kansas,2006
So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,3.93,eng,464,271,9/15/2000,University of Oklahoma Press,2000
Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower,3.72,eng,368,110,6/4/2002,Free Press,2002
Eisenhower  Volume #2: The President,Stephen E. Ambrose,4.2,eng,749,95,10/1/1985,Touchstone Books,1985
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr.,4.35,eng,400,14025,1/1/2001,Grand Central Publishing,2001
Bull Halsey,E.B. Potter,4.16,eng,440,56,4/21/2003,US Naval Institute Press,2003
The Water Babies,Charles Kingsley,3.42,eng,224,6148,12/5/1994,Wordsworth Editions,1994
Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark,3.71,eng,10,79,9/1/2003,Hyperion Books for Children,2003
Shoot the Piano Player,David Goodis,4.02,eng,158,2768,10/3/1990,Vintage Crime/Black Lizard,1990
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts,4.16,eng,64,11,9/20/1960,Cliffs Notes,1960
Twelfth Night: Or What You Will,William Shakespeare,3.98,eng,186,62,3/15/2004,Cambridge University Press,2004
How to Spell Like a Champ,Barrie Trinkle,4.17,eng,192,46,11/16/2006,Workman Publishing Company,2006
Black Like Me,John Howard Griffin,4.13,eng,208,53790,5/6/2003,Berkley Books,2003
Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel,3.88,eng,253,952,1/1/2001,Harvest House Publishers,2001
As You Like It,William Shakespeare,3.83,en-US,2,28,9/6/2005,The Audio Partners,2005
As You Like It,William Shakespeare,3.83,eng,263,62368,8/23/2011,Simon Schuster,2011
As You Like It,William Shakespeare,3.83,eng,449,410,7/25/2006,Bloomsbury Arden Shakespeare,2006
As You Like It (No Fear Shakespeare),William Shakespeare,3.83,eng,256,265,6/22/2004,SparkNotes,2004
War of the Rats,David L. Robbins,4.11,eng,512,1800,6/6/2000,Bantam,2000
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,eng,495,5402,2/3/2004,Harper Paperbacks,2004
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,eng,528,1,1/23/1998,HarperTorch,1998
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,eng,256,14711,7/18/2000,Waterbrook Press,2000
Thirst,Mary Oliver,4.36,eng,88,3689,10/15/2006,Beacon Press,2006
The Gilded Web (Web  #1),Mary Balogh,3.58,eng,480,2621,11/28/2006,Dell,2006
Resurrection,Leo Tolstoy,4.13,eng,562,11468,2/1/2000,Replica Books,2000
Cold Mountain,Charles Frazier,3.86,eng,356,1088,5/16/1997,Atlantic Monthly Press (NYC),1997
Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin,4.1,en-US,195,82,1/19/2005,Pen & Sword Military,2005
The Fall of Berlin 1945,Antony Beevor,4.29,eng,490,10230,4/29/2003,Penguin Books,2003
Paris: After the Liberation 1944-1949,Antony Beevor,3.83,eng,464,542,8/31/2004,Penguin Books,2004
Demon Angel (The Guardians  #1),Meljean Brook,3.53,eng,432,2704,1/2/2008,Berkley Sensation,2008
Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,3.89,eng,288,175,12/26/2006,HarperOne,2006
Hemingway vs. Fitzgerald,Scott Donaldson,3.85,eng,352,185,12/1/2001,Harry N. Abrams,2001
The Haj,Leon Uris,4.03,eng,525,11372,5/1/1985,Bantam,1985
Mila 18,Leon Uris,4.29,eng,563,21662,11/1/1983,Bantam,1983
A God in Ruins,Leon Uris,3.26,eng,517,1208,9/5/2000,Avon,2000
Battle Cry,Leon Uris,4.15,eng,694,8323,6/28/2005,Avon,2005
The Angry Hills,Leon Uris,3.67,eng,245,1163,1/1/1984,Bantam,1984
Exodus,Leon Uris,4.34,eng,608,85927,10/1/1986,Bantam Books  Inc.,1986
Oh  Play That Thing,Roddy Doyle,3.29,en-US,384,1545,10/25/2005,Penguin Books,2005
The Van (The Barrytown Trilogy  #3),Roddy Doyle,3.94,eng,320,5718,3/1/1997,Penguin Books,1997
Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle,3.94,ger,314,2,10/1/2002,Fischer Taschenbuch Verlag,2002
The Giggler Treatment,Roddy Doyle,4.17,en-GB,112,1425,7/20/2001,Scholastic  Inc.,2001
A Star Called Henry,Roddy Doyle,3.84,eng,342,6885,9/7/2000,Vintage,2000
The Van,Roddy Doyle,3.94,eng,312,30,8/4/1991,Secker and Warburg,1991
Rover rettet Weihnachten.,Roddy Doyle,4.12,ger,160,1,9/1/2002,Omnibus Hc Bei Bertelsmann,2002
The Snapper,Roddy Doyle,3.93,ger,217,26,9/1/2002,Fischer TB,2002
Yeats Is Dead,Roddy Doyle,3.4,eng,298,34,6/6/2002,Vintage,2002
The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,0.0,eng,176,0,3/30/2002,Greenwood Press,2002
A Dracula Handbook,Elizabeth Russell Miller,4.07,eng,200,10,3/23/2005,Xlibris Corporation,2005
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy,4.15,eng,240,721,12/31/2003,Warner Books (NY),2003
Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4.22,eng,384,308,4/1/2001,Warner Books (NY),2001
Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.76,eng,135,56,12/31/1984,Bantam Books,1984
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.85,eng,176,104,2/1/1988,Bantam Books,1988
First  Last and Always (Sweet Dreams  #96),Barbara Conklin,3.76,eng,160,65,9/1/1985,Bantam Books,1985
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.83,eng,192,23,4/24/1995,Harlequin Romance,1995
PS I Love You Baby Collection,Lynda Milligan,4.43,en-US,79,7,12/31/1990,Possibilities,1990
Tales from Margaritaville,Jimmy Buffett,3.9,en-US,230,2450,6/3/1989,Fawcett,1989
A Pirate Looks at Fifty,Jimmy Buffett,3.83,eng,420,3036,11/28/1999,Fawcett,1999
The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,2.83,eng,176,6,1/1/1998,Citadel Press,1998
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,4.08,eng,258,691,3/3/1997,Bantam,1997
Barack Obama: Working to Make a Difference,Marlene Targ Brill,3.96,en-US,48,19,4/1/2006,Lerner Publications,2006
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley,4.3,eng,160,230,4/28/2006,Dover Publications,2006
The Heart of a Leader,Kenneth H. Blanchard,3.96,en-US,162,542,6/1/1999,David C. Cook,1999
Mission Possible,Kenneth H. Blanchard,3.44,eng,242,0,4/30/1999,McGraw-Hill Companies,1999
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard,4.04,en-US,239,808,3/1/2007,W Publishing Group,2007
The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard,3.65,en-US,128,73,1/23/2001,Harper Business,2001
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard,3.76,en-US,192,156,10/1/2004,Berrett-Koehler Publishers,2004
The Servant Leader,Kenneth H. Blanchard,4.09,eng,128,276,3/11/2003,Thomas Nelson,2003
Down Under,Bill Bryson,4.07,eng,398,4510,8/6/2001,Black Swan,2001
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,276,1405,5/4/1998,Bantam Doubleday Dell Publishing Group,1998
Bizarre World,Bill  Bryson,3.38,eng,120,73,5/1/2001,Little  Brown Book Group,2001
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,3.94,en-US,268,1329,9/25/2007,Broadway Books,2007
Bill Bryson: The Complete Notes,Bill Bryson,4.09,eng,544,901,10/5/2000,Doubleday,2000
Motel Blues,Bill Bryson,3.83,fre,399,17,4/15/2003,Payot,2003
Journeys in English,Bill Bryson,3.72,eng,3,510,2/2/2004,BBC Physical Audio,2004
Una breve historia de casi todo,Bill Bryson,4.21,spa,567,713,4/30/2006,Rba Libros,2006
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,4.3,eng,480,106469,3/6/2007,Onyx,2007
